,Year,Wind (% electricity),Solar (% electricity),% coches
0,1990-01-01 00:00:00,0.033880398,0.00050570356,0.0
1,1990-02-01,0.03454842016666666,0.0005121016441666667,0.0
2,1990-03-01,0.035216442333333334,0.0005184997283333333,0.0
3,1990-04-01,0.0358844645,0.0005248978125,0.0
4,1990-05-01,0.03655248666666667,0.0005312958966666667,0.0
5,1990-06-01,0.03722050883333333,0.0005376939808333333,0.0
6,1990-07-01,0.037888531,0.000544092065,0.0
7,1990-08-01,0.03855655316666667,0.0005504901491666667,0.0
8,1990-09-01,0.03922457533333333,0.0005568882333333333,0.0
9,1990-10-01,0.0398925975,0.0005632863175,0.0
10,1990-11-01,0.040560619666666665,0.0005696844016666667,0.0
11,1990-12-01,0.041228641833333336,0.0005760824858333333,0.0
12,1991-01-01 00:00:00,0.041896664,0.00058248057,0.0
13,1991-02-01,0.043839422,0.0006138510308333334,0.0
14,1991-03-01,0.04578218,0.0006452214916666667,0.0
15,1991-04-01,0.047724938,0.0006765919525,0.0
16,1991-05-01,0.049667696000000004,0.0007079624133333333,0.0
17,1991-06-01,0.051610454,0.0007393328741666667,0.0
18,1991-07-01,0.053553212,0.0007707033349999999,0.0
19,1991-08-01,0.055495970000000006,0.0008020737958333333,0.0
20,1991-09-01,0.057438728,0.0008334442566666667,0.0
21,1991-10-01,0.059381486000000004,0.0008648147174999999,0.0
22,1991-11-01,0.061324244,0.0008961851783333332,0.0
23,1991-12-01,0.063267002,0.0009275556391666666,0.0
24,1992-01-01 00:00:00,0.06520976,0.0009589261,0.0
25,1992-02-01,0.06725377583333333,0.0009816821416666667,0.0
26,1992-03-01,0.06929779166666666,0.0010044381833333332,0.0
27,1992-04-01,0.0713418075,0.001027194225,0.0
28,1992-05-01,0.07338582333333334,0.0010499502666666666,0.0
29,1992-06-01,0.07542983916666667,0.0010727063083333334,0.0
30,1992-07-01,0.07747385500000001,0.00109546235,0.0
31,1992-08-01,0.07951787083333334,0.0011182183916666666,0.0
32,1992-09-01,0.08156188666666667,0.0011409744333333333,0.0
33,1992-10-01,0.0836059025,0.001163730475,0.0
34,1992-11-01,0.08564991833333332,0.0011864865166666665,0.0
35,1992-12-01,0.08769393416666667,0.0012092425583333333,0.0
36,1993-01-01 00:00:00,0.08973795,0.0012319986,0.0
37,1993-02-01,0.09164572533333333,0.0012350983166666666,0.0
38,1993-03-01,0.09355350066666666,0.0012381980333333333,0.0
39,1993-04-01,0.095461276,0.00124129775,0.0
40,1993-05-01,0.09736905133333333,0.0012443974666666666,0.0
41,1993-06-01,0.09927682666666666,0.0012474971833333333,0.0
42,1993-07-01,0.101184602,0.0012505969,0.0
43,1993-08-01,0.10309237733333333,0.0012536966166666666,0.0
44,1993-09-01,0.10500015266666667,0.0012567963333333333,0.0
45,1993-10-01,0.106907928,0.00125989605,0.0
46,1993-11-01,0.10881570333333333,0.0012629957666666666,0.0
47,1993-12-01,0.11072347866666667,0.0012660954833333333,0.0
48,1994-01-01 00:00:00,0.112631254,0.0012691952,0.0
49,1994-02-01,0.1152484845,0.00129776385,0.0
50,1994-03-01,0.117865715,0.0013263325,0.0
51,1994-04-01,0.1204829455,0.00135490115,0.0
52,1994-05-01,0.12310017599999999,0.0013834697999999999,0.0
53,1994-06-01,0.1257174065,0.00141203845,0.0
54,1994-07-01,0.128334637,0.0014406071,0.0
55,1994-08-01,0.13095186749999999,0.00146917575,0.0
56,1994-09-01,0.133569098,0.0014977444,0.0
57,1994-10-01,0.13618632849999998,0.0015263130499999999,0.0
58,1994-11-01,0.138803559,0.0015548817,0.0
59,1994-12-01,0.14142078949999998,0.0015834503499999998,0.0
60,1995-01-01 00:00:00,0.14403802,0.001612019,0.0
61,1995-02-01,0.14654573416666666,0.0016141693666666666,0.0
62,1995-03-01,0.14905344833333334,0.0016163197333333333,0.0
63,1995-04-01,0.15156116249999999,0.0016184701,0.0
64,1995-05-01,0.15406887666666666,0.0016206204666666666,0.0
65,1995-06-01,0.15657659083333333,0.0016227708333333333,0.0
66,1995-07-01,0.15908430499999998,0.0016249212,0.0
67,1995-08-01,0.16159201916666666,0.0016270715666666666,0.0
68,1995-09-01,0.16409973333333333,0.0016292219333333333,0.0
69,1995-10-01,0.1666074475,0.0016313723,0.0
70,1995-11-01,0.16911516166666668,0.0016335226666666666,0.0
71,1995-12-01,0.17162287583333333,0.0016356730333333333,0.0
72,1996-01-01 00:00:00,0.17413059,0.0016378234,0.0
73,1996-02-01,0.1816355525,0.00166722685,0.0
74,1996-03-01,0.189140515,0.0016966302999999999,0.0
75,1996-04-01,0.1966454775,0.00172603375,0.0
76,1996-05-01,0.20415044000000002,0.0017554372,0.0
77,1996-06-01,0.2116554025,0.00178484065,0.0
78,1996-07-01,0.21916036500000002,0.0018142441,0.0
79,1996-08-01,0.2266653275,0.0018436475499999999,0.0
80,1996-09-01,0.23417029,0.001873051,0.0
81,1996-10-01,0.2416752525,0.00190245445,0.0
82,1996-11-01,0.249180215,0.0019318578999999998,0.0
83,1996-12-01,0.25668517750000003,0.00196126135,0.0
84,1997-01-01 00:00:00,0.26419014,0.0019906648,0.0
85,1997-02-01,0.2756278416666667,0.00201692515,0.0
86,1997-03-01,0.28706554333333334,0.0020431855,0.0
87,1997-04-01,0.29850324500000003,0.0020694458499999997,0.0
88,1997-05-01,0.30994094666666666,0.0020957061999999998,0.0
89,1997-06-01,0.32137864833333335,0.00212196655,0.0
90,1997-07-01,0.33281635,0.0021482269,0.0
91,1997-08-01,0.34425405166666667,0.00217448725,0.0
92,1997-09-01,0.35569175333333336,0.0022007476,0.0
